YY	MM	DD	HH	"1"	"2"
routed discharge [mm per subbasi] routing_model
2006	 4	10	24	4.40428	9.83938
2006	 4	11	24	3.99634	8.78319
2006	 4	12	24	3.47651	7.44567
2006	 4	13	24	3.19359	6.85734
2006	 4	14	24	3.53217	8.09847
2006	 4	15	24	4.10874	9.87863
2006	 4	16	24	4.98769	12.28486
2006	 4	17	24	5.71022	14.49030
2006	 4	18	24	5.69992	14.27700
2006	 4	19	24	5.36155	13.37881
2006	 4	20	24	5.07308	12.74654
2006	 4	21	24	4.78047	12.01509
2006	 4	22	24	4.32149	10.70758
2006	 4	23	24	3.74437	9.08487
2006	 4	24	24	3.17368	7.44716
2006	 4	25	24	2.65173	6.06180
2006	 4	26	24	2.21858	4.91842
2006	 4	27	24	1.95293	4.26849
2006	 4	28	24	1.71910	3.63108
2006	 4	29	24	1.70144	3.18064
----------------------
lin. R-square	-10	-0.2165	-0.1455
lin. R-square	-9	-0.2165	-0.1461
lin. R-square	-8	-0.2165	-0.1467
lin. R-square	-7	-0.2165	-0.1473
lin. R-square	-6	-0.2165	-0.1479
lin. R-square	-5	-0.2165	-0.1486
lin. R-square	-4	-0.2165	-0.1492
lin. R-square	-3	-0.2165	-0.1498
lin. R-square	-2	-0.2165	-0.1504
lin. R-square	-1	-0.2164	-0.1511
LIN. R-SQUARE	0	-0.2164	-0.1517
lin. R-square	1	-0.2164	-0.1523
lin. R-square	2	-0.2164	-0.1530
lin. R-square	3	-0.2165	-0.1530
lin. R-square	4	-0.2166	-0.1531
lin. R-square	5	-0.2167	-0.1532
lin. R-square	6	-0.2169	-0.1533
lin. R-square	7	-0.2170	-0.1534
lin. R-square	8	-0.2171	-0.1535
lin. R-square	9	-0.2173	-0.1536
lin. R-square	10	-0.2174	-0.1530
----------------------
log. R-square	-10	-0.1159	-0.1963
log. R-square	-9	-0.1124	-0.1912
log. R-square	-8	-0.1084	-0.1856
log. R-square	-7	-0.1047	-0.1796
log. R-square	-6	-0.1005	-0.1724
log. R-square	-5	-0.0959	-0.1648
log. R-square	-4	-0.0905	-0.1578
log. R-square	-3	-0.0848	-0.1522
log. R-square	-2	-0.0785	-0.1472
log. R-square	-1	-0.0726	-0.1425
LOG. R-SQUARE	0	-0.0675	-0.1420
log. R-square	1	-0.0666	-0.1474
log. R-square	2	-0.0695	-0.1570
log. R-square	3	-0.0707	-0.1638
log. R-square	4	-0.0713	-0.1691
log. R-square	5	-0.0721	-0.1749
log. R-square	6	-0.0736	-0.1823
log. R-square	7	-0.0747	-0.1892
log. R-square	8	-0.0758	-0.1966
log. R-square	9	-0.0770	-0.2039
log. R-square	10	-0.0778	-0.2092
----------------------
coeff.var.lin	-10	-0.0000	-0.0000
coeff.var.lin	-9	-0.0000	-0.0000
coeff.var.lin	-8	-0.0000	0.0000
coeff.var.lin	-7	-0.0000	0.0000
coeff.var.lin	-6	-0.0000	0.0000
coeff.var.lin	-5	0.0000	0.0000
coeff.var.lin	-4	0.0000	0.0000
coeff.var.lin	-3	0.0000	0.0000
coeff.var.lin	-2	0.0000	0.0000
coeff.var.lin	-1	0.0001	0.0000
COEFF.VAR.LIN	0	0.0001	0.0001
coeff.var.lin	1	0.0001	0.0001
coeff.var.lin	2	0.0001	0.0001
coeff.var.lin	3	0.0001	0.0001
coeff.var.lin	4	0.0001	0.0001
coeff.var.lin	5	0.0001	0.0001
coeff.var.lin	6	0.0001	0.0001
coeff.var.lin	7	0.0001	0.0000
coeff.var.lin	8	0.0001	0.0000
coeff.var.lin	9	0.0001	0.0000
coeff.var.lin	10	0.0001	0.0000
----------------------
coeff.var.log	-10	0.0321	-0.0578
coeff.var.log	-9	0.0361	-0.0519
coeff.var.log	-8	0.0406	-0.0454
coeff.var.log	-7	0.0447	-0.0385
coeff.var.log	-6	0.0493	-0.0304
coeff.var.log	-5	0.0543	-0.0219
coeff.var.log	-4	0.0601	-0.0140
coeff.var.log	-3	0.0661	-0.0076
coeff.var.log	-2	0.0729	-0.0017
coeff.var.log	-1	0.0791	0.0039
COEFF.VAR.LOG	0	0.0846	0.0054
coeff.var.log	1	0.0858	0.0008
coeff.var.log	2	0.0833	-0.0079
coeff.var.log	3	0.0825	-0.0142
coeff.var.log	4	0.0823	-0.0189
coeff.var.log	5	0.0819	-0.0240
coeff.var.log	6	0.0808	-0.0307
coeff.var.log	7	0.0803	-0.0368
coeff.var.log	8	0.0796	-0.0434
coeff.var.log	9	0.0788	-0.0498
coeff.var.log	10	0.0786	-0.0555
----------------------
